customer_key,customer_number,customer_name,age_year,total_orders,total_sales,total_quantity,total_products,first_order,last_order,lifespan_months,customer_segment,age_group,recency_months,avg_order_value,avg_monthly_spend
2082,AW00013081,Krista Ruiz,63,3,6772,5,4,2012-05-27,2013-11-17,18,VIP,50 and above,144,2257,376
2083,AW00013082,Juan Peterson,62,3,6906,8,8,2012-05-07,2013-11-11,18,VIP,50 and above,144,2302,384
2084,AW00013083,Jordyn Butler,47,2,4533,4,4,2012-01-11,2013-04-24,16,Regular,40-49,150,2266,283
2085,AW00013084,Luis Hughes,45,1,1799,4,4,2013-06-09,2013-06-09,0,New,40-49,149,1799,0
2086,AW00013085,Daniel Harris,46,2,3089,5,5,2012-01-01,2013-06-09,18,Regular,40-49,149,1544,172
2087,AW00013086,Blake Nelson,46,2,4805,5,5,2012-01-24,2013-09-29,20,Regular,40-49,145,2402,240
2088,AW00013087,Jeremy Collins,45,2,4803,4,4,2012-01-26,2013-10-22,21,Regular,40-49,144,2402,229
2089,AW00013088,Megan Powell,46,2,4760,3,3,2012-01-28,2013-10-04,20,Regular,40-49,145,2380,238
2090,AW00013089,Elizabeth Alexander,61,3,6800,6,6,2012-05-19,2013-11-12,18,VIP,50 and above,144,2267,378
2091,AW00013090,Wayne Tang,61,3,6812,6,6,2012-06-22,2013-11-18,17,VIP,50 and above,143,2271,401
2092,AW00013091,Deanna Martin,55,3,6864,6,6,2012-06-24,2013-11-01,16,VIP,50 and above,144,2288,429
2093,AW00013092,William Walker,48,2,232,5,5,2013-02-26,2013-11-24,9,New,40-49,143,116,26
2094,AW00013093,Michelle James,62,2,4778,4,4,2012-01-02,2013-04-23,16,Regular,50 and above,150,2389,299
2095,AW00013094,Antonio Diaz,57,1,57,2,2,2014-01-09,2014-01-09,0,New,50 and above,142,57,0
2096,AW00013095,Jordan Griffin,63,4,329,12,10,2013-02-09,2013-12-22,11,New,50 and above,142,82,30
2097,AW00013096,Jonathan Chen,62,4,231,13,11,2013-10-15,2014-01-08,3,New,50 and above,142,58,77
2098,AW00013097,Dalton Hughes,57,1,22,1,1,2013-04-08,2013-04-08,0,New,50 and above,151,22,0
2099,AW00013098,Miguel Russell,62,1,72,2,2,2013-05-08,2013-05-08,0,New,50 and above,150,72,0
2100,AW00013099,Jay Romero,63,2,217,5,5,2013-05-03,2013-10-14,5,New,50 and above,145,108,43
2101,AW00013100,Jeremy Perez,57,1,2377,3,3,2013-04-17,2013-04-17,0,New,50 and above,151,2377,0
2102,AW00013101,Alex Sanchez,62,2,4736,4,4,2013-04-03,2013-07-18,4,New,50 and above,148,2368,1184
2103,AW00013102,Mariah Bryant,62,1,2387,5,5,2013-04-08,2013-04-08,0,New,50 and above,151,2387,0
2104,AW00013103,Brendan Raji,57,3,6842,8,8,2012-06-26,2013-11-23,17,VIP,50 and above,143,2281,402
2105,AW00013104,Gregory Becker,51,3,6894,8,8,2012-06-10,2013-11-25,18,VIP,50 and above,143,2298,383
2106,AW00013105,Whitney Kovár,58,3,5585,8,7,2012-06-10,2013-11-01,17,VIP,50 and above,144,1862,329
2107,AW00013106,Ebony Munoz,52,3,5697,7,6,2012-06-16,2013-11-13,17,VIP,50 and above,144,1899,335
2108,AW00013107,Mary Nelson,58,3,5651,6,5,2012-06-03,2013-11-21,18,VIP,50 and above,143,1884,314
2109,AW00013108,Curtis Wang,57,3,5718,9,9,2012-06-18,2013-12-14,18,VIP,50 and above,143,1906,318
2110,AW00013109,Cheryl Navarro,52,3,5683,7,7,2012-06-18,2013-12-09,18,VIP,50 and above,143,1894,316
2111,AW00013110,Levi Mehta,53,3,5584,3,3,2012-06-04,2013-12-05,18,VIP,50 and above,143,1861,310
2112,AW00013111,Hannah Butler,59,3,5707,8,8,2012-06-29,2013-12-06,18,VIP,50 and above,143,1902,317
2113,AW00013112,Bianca Gao,48,3,5717,9,8,2012-06-10,2013-12-12,18,VIP,40-49,143,1906,318
2114,AW00013113,Bryant Sanchez,54,3,6832,7,7,2012-06-15,2013-11-04,17,VIP,50 and above,144,2277,402
2115,AW00013114,Claudia Zhang,54,3,6807,5,5,2012-05-31,2013-11-23,18,VIP,50 and above,143,2269,378
2116,AW00013115,Clarence Wu,42,3,6779,7,7,2012-06-26,2013-11-04,17,VIP,40-49,144,2260,399
2117,AW00013116,Tyrone Diaz,54,3,230,6,6,2013-03-14,2013-11-19,8,New,50 and above,143,77,29
2118,AW00013117,Evelyn Rodriguez,54,3,6831,6,6,2012-06-02,2013-11-09,18,VIP,50 and above,144,2277,380
2119,AW00013118,Sydney Cook,60,3,5670,6,5,2012-06-22,2013-12-23,18,VIP,50 and above,142,1890,315
2120,AW00013119,Jaclyn Guo,54,3,6829,6,5,2012-06-11,2013-11-24,18,VIP,50 and above,143,2276,379
2121,AW00013120,Levi Weber,49,3,205,7,7,2013-02-13,2013-12-26,11,New,40-49,142,68,19
2122,AW00013121,Latasha Jimenez,49,3,121,5,5,2013-04-06,2013-09-06,5,New,40-49,146,40,24
2123,AW00013122,Catherine Cox,55,3,6871,7,7,2012-06-12,2013-11-27,18,VIP,50 and above,143,2290,382
2124,AW00013123,Kelli Raji,50,3,6765,5,5,2012-06-14,2013-10-29,17,VIP,50 and above,144,2255,398
2125,AW00013124,Marco Vance,56,3,92,4,4,2013-10-30,2014-01-02,2,New,50 and above,142,31,46
2126,AW00013125,Alejandro Hu,50,3,138,6,5,2013-05-19,2013-12-20,7,New,50 and above,142,46,20
2127,AW00013126,Lydia Suri,56,3,6815,7,7,2012-06-07,2013-11-23,18,VIP,50 and above,143,2272,379
2128,AW00013127,Shane Fernandez,55,3,86,4,4,2013-06-19,2013-10-01,3,New,50 and above,145,29,29
2129,AW00013128,Colleen West,50,3,6817,5,5,2012-06-29,2013-10-30,16,VIP,50 and above,144,2272,426
2130,AW00013129,Joy Ramos,56,3,6823,5,5,2012-06-18,2013-11-19,17,VIP,50 and above,143,2274,401
2131,AW00013130,Dalton Miller,55,3,6797,5,5,2012-06-25,2013-11-19,17,VIP,50 and above,143,2266,400
2132,AW00013131,Briana Diaz,61,3,6737,4,4,2012-06-23,2013-11-23,17,VIP,50 and above,143,2246,396
2133,AW00013132,Casey Vazquez,61,3,6881,9,8,2012-06-08,2013-11-09,17,VIP,50 and above,144,2294,405
2134,AW00013133,Devon Kennedy,61,3,6813,7,6,2012-06-14,2013-10-29,17,VIP,50 and above,144,2271,401
2135,AW00013134,Sara Morgan,86,3,5649,5,5,2012-06-17,2013-12-08,18,VIP,50 and above,143,1883,314
2136,AW00013135,Johnny Rai,63,3,6773,5,4,2012-06-08,2013-11-17,18,VIP,50 and above,144,2258,376
2137,AW00013136,Virginia Martinez,83,2,62,3,3,2013-06-22,2013-10-08,4,New,50 and above,145,31,16
2138,AW00013137,Jacqueline Simmons,60,3,178,6,6,2013-03-26,2013-06-19,3,New,50 and above,149,59,59
2139,AW00013138,Teresa Alonso,60,3,84,3,3,2013-02-02,2013-07-29,6,New,50 and above,147,28,14
2140,AW00013139,Carmen Perez,59,3,6854,7,7,2012-06-09,2013-11-21,18,VIP,50 and above,143,2285,381
2141,AW00013140,Jamie Zhu,67,3,325,10,9,2013-07-23,2014-01-20,6,New,50 and above,141,108,54
2142,AW00013141,Walter Hernandez,66,3,240,7,7,2013-10-15,2013-11-25,1,New,50 and above,143,80,240
2143,AW00013142,Xavier Moore,45,2,4798,3,3,2011-12-31,2013-10-22,22,Regular,40-49,144,2399,218
2144,AW00013143,Hannah Jackson,45,1,2405,3,3,2013-08-02,2013-08-02,0,New,40-49,147,2405,0
2145,AW00013144,Destiny Stewart,44,4,281,11,10,2013-03-06,2013-09-06,6,New,40-49,146,70,47
2146,AW00013145,Gilbert Xu,44,1,2337,4,4,2013-11-04,2013-11-04,0,New,40-49,144,2337,0
2147,AW00013146,Gabriella Ramirez,44,1,31,2,2,2013-05-18,2013-05-18,0,New,40-49,150,31,0
2148,AW00013147,Cedric Lin,40,1,75,3,3,2013-06-06,2013-06-06,0,New,40-49,149,75,0
2149,AW00013148,Tyler Anderson,40,1,1137,3,3,2013-03-18,2013-03-18,0,New,40-49,152,1137,0
2150,AW00013149,Linda Ferrier,69,2,65,3,3,2013-04-07,2013-11-28,8,New,50 and above,143,32,8
2151,AW00013150,Lacey Yang,83,2,89,5,5,2013-07-02,2013-08-05,1,New,50 and above,147,44,89
2152,AW00013151,Ethan Moore,41,1,92,4,4,2013-12-04,2013-12-04,0,New,40-49,143,92,0
2153,AW00013152,Gabrielle Butler,42,2,4583,5,5,2012-01-14,2013-11-09,22,Regular,40-49,144,2292,208
2154,AW00013153,Jack Hill,40,1,107,3,3,2013-02-12,2013-02-12,0,New,40-49,153,107,0
2155,AW00013154,Aaron Lal,41,1,2310,3,3,2013-11-05,2013-11-05,0,New,40-49,144,2310,0
2156,AW00013155,Jay Gutierrez,75,3,227,6,6,2013-03-13,2013-12-26,10,New,50 and above,142,76,23
2157,AW00013156,Bradley Lal,74,2,2663,4,4,2012-06-18,2013-12-27,19,Regular,50 and above,142,1332,140
2158,AW00013157,Heidi Gonzalez,80,2,60,2,2,2013-08-30,2014-01-06,4,New,50 and above,142,30,15
2159,AW00013158,Casey Xu,79,3,222,9,9,2013-02-05,2013-10-21,9,New,50 and above,144,74,25
2160,AW00013159,Roberto Ramos,78,3,208,8,8,2013-07-27,2013-12-15,5,New,50 and above,143,69,42
2161,AW00013160,Willie Xu,77,3,6839,5,4,2012-06-24,2013-11-20,17,VIP,50 and above,143,2280,402
2162,AW00013161,Jose Moore,44,2,4524,3,3,2012-01-09,2013-11-20,23,Regular,40-49,143,2262,197
2163,AW00013162,Nina Nath,44,1,86,2,2,2013-07-16,2013-07-16,0,New,40-49,148,86,0
2164,AW00013163,Noah Lopez,44,1,31,2,2,2013-05-30,2013-05-30,0,New,40-49,149,31,0
2165,AW00013164,Olivia Ward,44,1,101,4,4,2013-06-30,2013-06-30,0,New,40-49,148,101,0
2166,AW00013165,Wyatt Walker,43,2,4502,2,2,2012-01-14,2013-11-10,22,Regular,40-49,144,2251,205
2167,AW00013166,Kyle Chen,44,1,72,2,2,2013-03-22,2013-03-22,0,New,40-49,152,72,0
2168,AW00013167,Mario Tang,46,1,42,3,3,2013-11-06,2013-11-06,0,New,40-49,144,42,0
2169,AW00013168,Hannah Price,46,1,75,3,3,2013-09-26,2013-09-26,0,New,40-49,145,75,0
2170,AW00013169,Caleb Griffin,48,2,192,3,3,2013-06-05,2013-10-15,4,New,40-49,145,96,48
2171,AW00013170,Sebastian Reed,48,2,231,4,4,2013-03-28,2013-04-24,1,New,40-49,150,116,231
2172,AW00013171,Catherine Torres,52,2,192,3,3,2013-01-30,2013-06-06,4,New,50 and above,149,96,48
2173,AW00013172,Isabella Cook,51,2,144,3,3,2013-10-06,2014-01-08,3,New,50 and above,142,72,48
2174,AW00013173,Dalton Brooks,51,2,4598,5,5,2012-01-09,2013-04-19,16,Regular,50 and above,151,2299,287
2175,AW00013174,Gabriella Morris,52,2,4559,4,4,2012-01-17,2013-04-09,15,Regular,50 and above,151,2280,304
2176,AW00013175,Noah Smith,52,4,287,12,8,2013-06-25,2014-01-27,7,New,50 and above,141,72,41
2177,AW00013176,Kurt Chander,53,2,4753,4,4,2012-01-28,2013-04-21,15,Regular,50 and above,150,2376,317
2178,AW00013177,Taylor Rogers,57,2,4499,3,3,2012-01-27,2013-04-21,15,Regular,50 and above,150,2250,300
2179,AW00013178,Megan Gray,57,2,4499,3,3,2012-01-10,2013-04-16,15,Regular,50 and above,151,2250,300
2180,AW00013179,Adrian Sanchez,78,4,190,10,9,2013-04-15,2013-12-13,8,New,50 and above,143,48,24
2181,AW00013180,Leslie Sanz,78,2,201,4,4,2013-05-14,2013-08-26,3,New,50 and above,146,100,67
2182,AW00013181,Brian Morgan,77,2,186,4,4,2013-03-17,2013-11-02,8,New,50 and above,144,93,23
2183,AW00013182,Jeremy Bennett,72,2,166,5,5,2013-09-22,2013-12-06,2,New,50 and above,143,83,83
2184,AW00013183,Christian Jenkins,78,2,196,3,3,2013-03-12,2013-03-28,1,New,50 and above,151,98,196
2185,AW00013184,Miguel Perez,72,2,221,5,5,2013-10-17,2013-12-03,2,New,50 and above,143,110,110
2186,AW00013185,William Lee,77,4,150,8,7,2013-03-17,2013-07-21,4,New,50 and above,147,38,38
2187,AW00013186,Marcus Sanders,77,1,22,1,1,2013-05-09,2013-05-09,0,New,50 and above,150,22,0
2188,AW00013187,Evan Wright,78,1,30,2,2,2013-04-30,2013-04-30,0,New,50 and above,150,30,0
2189,AW00013188,Anthony Davis,78,1,57,2,2,2013-10-12,2013-10-12,0,New,50 and above,145,57,0
2190,AW00013189,Gloria Romero,72,2,4765,3,3,2012-01-20,2013-04-14,15,Regular,50 and above,151,2382,318
2191,AW00013190,Jonathan Diaz,78,2,4502,2,2,2012-01-10,2013-04-29,16,Regular,50 and above,150,2251,281
2192,AW00013191,Emma Rodriguez,71,1,46,2,2,2013-08-30,2013-08-30,0,New,50 and above,146,46,0
2193,AW00013192,Hunter Martinez,77,1,57,2,2,2013-11-09,2013-11-09,0,New,50 and above,144,57,0
2194,AW00013193,Kevin Evans,77,1,72,2,2,2013-07-06,2013-07-06,0,New,50 and above,148,72,0
2195,AW00013194,Kevin Carter,77,1,57,2,2,2013-09-19,2013-09-19,0,New,50 and above,145,57,0
2196,AW00013195,Aaron Perry,65,1,72,2,2,2013-04-09,2013-04-09,0,New,50 and above,151,72,0
2197,AW00013196,Kimberly Sanders,71,1,57,2,2,2013-10-08,2013-10-08,0,New,50 and above,145,57,0
2198,AW00013197,Katherine Smith,76,3,105,8,7,2013-04-07,2013-11-10,7,New,50 and above,144,35,15
2199,AW00013198,Cindy Gray,76,3,115,6,5,2013-02-23,2013-09-28,7,New,50 and above,145,38,16
2200,AW00013199,Timothy Stewart,77,3,105,8,7,2013-01-28,2013-10-07,8,New,50 and above,145,35,13
2201,AW00013200,Jessica Miller,77,1,24,2,2,2013-11-10,2013-11-10,0,New,50 and above,144,24,0
2202,AW00013201,Nicholas Davis,76,3,73,7,6,2013-07-16,2013-12-06,5,New,50 and above,143,24,15
2203,AW00013202,Natasha Romero,76,2,4559,4,4,2012-01-08,2013-04-05,15,Regular,50 and above,151,2280,304
2204,AW00013203,Bailey Bell,76,2,4492,4,4,2012-01-28,2013-04-06,14,Regular,50 and above,151,2246,321
2205,AW00013204,Savannah Parker,70,1,142,2,2,2013-11-04,2013-11-04,0,New,50 and above,144,142,0
2206,AW00013205,Jerome Torres,76,2,4803,4,4,2012-01-19,2013-04-21,15,Regular,50 and above,150,2402,320
2207,AW00013206,Emily Flores,69,3,163,11,8,2013-02-17,2013-09-02,7,New,50 and above,146,54,23
2208,AW00013207,Kenneth Rai,69,1,86,2,2,2013-10-06,2013-10-06,0,New,50 and above,145,86,0
2209,AW00013208,Cassidy Bryant,74,2,4813,5,5,2011-12-31,2013-04-11,16,Regular,50 and above,151,2406,301
2210,AW00013209,Alexandria Bailey,75,1,2320,1,1,2013-08-31,2013-08-31,0,New,50 and above,146,2320,0
2211,AW00013210,Ethan Simmons,75,2,4502,2,2,2011-12-31,2013-11-10,23,Regular,50 and above,144,2251,196
2212,AW00013211,James Jai,74,1,31,2,2,2014-01-19,2014-01-19,0,New,50 and above,141,31,0
2213,AW00013212,Logan Phillips,75,2,4565,4,4,2012-01-27,2013-11-08,22,Regular,50 and above,144,2282,208
2214,AW00013213,Courtney King,74,1,22,1,1,2013-03-08,2013-03-08,0,New,50 and above,152,22,0
2215,AW00013214,Elijah Adams,73,2,4502,2,2,2012-01-11,2013-11-08,22,Regular,50 and above,144,2251,205
2216,AW00013215,Colleen Sharma,74,1,72,4,4,2013-08-12,2013-08-12,0,New,50 and above,147,72,0
2217,AW00013216,Mary Mitchell,73,1,96,3,3,2013-05-08,2013-05-08,0,New,50 and above,150,96,0
2218,AW00013217,Julian Alexander,68,1,2352,3,3,2013-09-17,2013-09-17,0,New,50 and above,146,2352,0
2219,AW00013218,Melissa Bryant,74,1,86,2,2,2013-11-02,2013-11-02,0,New,50 and above,144,86,0
2220,AW00013219,Rafael Shan,74,1,22,1,1,2013-10-05,2013-10-05,0,New,50 and above,145,22,0
2221,AW00013220,Isabella Hernandez,74,2,4683,4,4,2011-12-31,2013-04-01,15,Regular,50 and above,151,2342,312
2222,AW00013221,Madeline Hall,73,2,4795,4,4,2012-01-18,2013-04-24,15,Regular,50 and above,150,2398,320
2223,AW00013222,Arturo Liu,74,3,150,9,8,2013-03-22,2013-11-06,8,New,50 and above,144,50,19
2224,AW00013223,Noah Lee,74,1,57,2,2,2013-10-25,2013-10-25,0,New,50 and above,144,57,0
2225,AW00013224,Amanda Brooks,74,2,4536,4,4,2012-01-22,2013-05-23,16,Regular,50 and above,149,2268,284
2226,AW00013225,Jésus Suarez,73,2,4504,3,3,2012-01-09,2013-11-28,23,Regular,50 and above,143,2252,196
2227,AW00013226,Jenna Mitchell,73,2,4565,4,4,2012-01-04,2013-11-25,23,Regular,50 and above,143,2282,198
2228,AW00013227,Alexander Wilson,73,1,72,2,2,2013-04-14,2013-04-14,0,New,50 and above,151,72,0
2229,AW00013228,Thomas Sanchez,73,1,57,2,2,2013-07-26,2013-07-26,0,New,50 and above,147,57,0
2230,AW00013229,Dylan Wang,73,1,22,1,1,2013-07-03,2013-07-03,0,New,50 and above,148,22,0
2231,AW00013230,Chloe Bryant,73,2,4905,4,4,2012-01-14,2013-05-09,16,Regular,50 and above,150,2452,307
2232,AW00013231,Alexia Ross,71,4,248,11,11,2013-04-24,2013-09-17,5,New,50 and above,146,62,50
2233,AW00013232,Kaitlyn Baker,71,1,22,1,1,2013-09-07,2013-09-07,0,New,50 and above,146,22,0
2234,AW00013233,Richard Coleman,71,2,4588,5,5,2012-02-19,2013-11-03,21,Regular,50 and above,144,2294,218
2235,AW00013234,Robert Lewis,66,1,37,3,3,2013-01-31,2013-01-31,0,New,50 and above,153,37,0
2236,AW00013235,Jonathan Robinson,71,1,57,2,2,2013-02-18,2013-02-18,0,New,50 and above,153,57,0
2237,AW00013236,Robert Wang,72,1,22,1,1,2013-10-20,2013-10-20,0,New,50 and above,144,22,0
2238,AW00013237,Devin Stewart,72,2,4517,4,4,2012-02-16,2013-05-01,15,Regular,50 and above,150,2258,301
2239,AW00013238,John Williams,71,2,4512,3,3,2012-02-06,2013-05-28,16,Regular,50 and above,149,2256,282
2240,AW00013239,Matthew Thomas,65,4,185,11,10,2013-05-24,2013-12-21,7,New,50 and above,142,46,26
2241,AW00013240,Blake Foster,65,1,22,1,1,2013-08-31,2013-08-31,0,New,50 and above,146,22,0
2242,AW00013241,Natalie Ward,65,1,2326,3,3,2013-09-04,2013-09-04,0,New,50 and above,146,2326,0
2243,AW00013242,Kyle Yang,64,1,57,2,2,2013-10-09,2013-10-09,0,New,50 and above,145,57,0
2244,AW00013243,Alyssa Davis,68,2,4512,3,3,2012-02-05,2013-05-27,16,Regular,50 and above,149,2256,282
2245,AW00013244,Jose Sharma,68,1,81,3,3,2013-10-10,2013-10-10,0,New,50 and above,145,81,0
2246,AW00013245,Angel Scott,69,1,46,2,2,2013-07-07,2013-07-07,0,New,50 and above,148,46,0
2247,AW00013246,Hailey Perez,68,2,4813,5,5,2012-01-29,2013-11-22,22,Regular,50 and above,143,2406,219
2248,AW00013247,Zachary Chen,62,2,4549,4,4,2012-02-13,2013-11-17,21,Regular,50 and above,144,2274,217
2249,AW00013248,Isabella Martinez,68,2,4492,4,4,2012-01-30,2013-11-06,22,Regular,50 and above,144,2246,204
2250,AW00013249,Ryan Perry,68,2,4795,5,5,2013-04-10,2013-07-21,3,New,50 and above,147,2398,1598
2251,AW00013250,Jordan King,63,2,4502,2,2,2012-02-20,2013-05-06,15,Regular,50 and above,150,2251,300
2252,AW00013251,Raymond Malhotra,51,3,6844,7,7,2012-11-01,2013-05-07,6,New,50 and above,150,2281,1141
2253,AW00013252,Bianca Lu,62,3,6820,5,5,2012-11-10,2013-05-18,6,New,50 and above,150,2273,1137
2254,AW00013253,Carly Xie,51,3,6774,6,6,2012-11-02,2013-05-27,7,New,50 and above,149,2258,968
2255,AW00013254,Beth Gomez,62,3,6801,6,6,2012-12-11,2013-05-16,5,New,50 and above,150,2267,1360
2256,AW00013255,Lance Blanco,63,4,7393,12,9,2012-12-02,2013-12-02,12,VIP,50 and above,143,1848,616
2257,AW00013256,Abby Subram,62,4,7494,13,12,2012-12-13,2013-12-25,13,VIP,50 and above,142,1874,576
2258,AW00013257,Jon Chander,63,4,8941,9,9,2011-01-13,2013-12-06,35,VIP,50 and above,143,2235,255
2259,AW00013258,Anne Dominguez,63,4,8886,10,10,2011-01-05,2013-12-14,36,VIP,50 and above,143,2222,247
2260,AW00013259,Allen Garcia,62,4,7853,14,13,2011-01-23,2013-11-18,34,VIP,50 and above,143,1963,231
2261,AW00013260,James Flores,62,4,7239,8,8,2011-01-17,2013-08-13,31,VIP,50 and above,147,1810,234
2262,AW00013261,Lindsey Andersen,63,4,7200,6,6,2011-01-08,2013-09-30,33,VIP,50 and above,145,1800,218
2263,AW00013262,Jaime Nara,62,2,87,5,4,2013-03-22,2013-09-25,6,New,50 and above,145,44,14
2264,AW00013263,Kate Anand,64,4,10871,12,11,2011-11-13,2013-07-06,20,VIP,50 and above,148,2718,544
2265,AW00013264,Melanie Sanchez,64,4,7265,8,8,2011-01-03,2013-10-07,34,VIP,50 and above,145,1816,214
2266,AW00013265,Luke Adams,64,4,7259,8,8,2011-01-11,2013-11-05,34,VIP,50 and above,144,1815,214
2267,AW00013266,Samuel Wang,64,1,30,2,2,2013-03-20,2013-03-20,0,New,50 and above,152,30,0
2268,AW00013267,Matthew Moore,88,4,125,8,7,2013-04-11,2014-01-06,9,New,50 and above,142,31,14
2269,AW00013268,Katherine Parker,88,4,290,12,12,2013-02-13,2013-09-03,7,New,50 and above,146,72,41
2270,AW00013269,Rachel Martin,88,2,4508,4,4,2012-02-12,2013-11-25,22,Regular,50 and above,143,2254,205
2271,AW00013270,Mason Baker,86,1,2395,5,5,2013-09-27,2013-09-27,0,New,50 and above,145,2395,0
2272,AW00013271,Ryan Anderson,86,1,2320,1,1,2013-09-15,2013-09-15,0,New,50 and above,146,2320,0
2273,AW00013272,Jordan Gonzalez,87,1,81,3,3,2013-10-29,2013-10-29,0,New,50 and above,144,81,0
2274,AW00013273,Elizabeth Lee,87,2,4658,4,4,2012-02-25,2013-05-14,15,Regular,50 and above,150,2329,311
2275,AW00013274,Joshua Lee,55,2,4837,6,6,2012-01-31,2013-05-09,15,Regular,50 and above,150,2418,322
2276,AW00013275,Carlos Murphy,55,1,22,1,1,2013-02-10,2013-02-10,0,New,50 and above,153,22,0
2277,AW00013276,Sarah Johnson,49,1,22,1,1,2013-12-04,2013-12-04,0,New,40-49,143,22,0
2278,AW00013277,Nathan Brown,55,2,4499,3,3,2012-02-16,2013-05-01,15,Regular,50 and above,150,2250,300
2279,AW00013278,Jorge Hu,54,2,4579,4,4,2012-02-26,2013-05-05,14,Regular,50 and above,150,2290,327
2280,AW00013279,Rachel Howard,54,2,4534,4,4,2012-02-02,2013-05-23,16,Regular,50 and above,149,2267,283
2281,AW00013280,Bailey Adams,45,2,4559,4,4,2012-02-22,2013-05-03,15,Regular,40-49,150,2280,304
2282,AW00013281,Brent Li,50,1,22,1,1,2014-01-10,2014-01-10,0,New,50 and above,142,22,0
2283,AW00013282,Madison Price,45,1,57,2,2,2013-11-27,2013-11-27,0,New,40-49,143,57,0
2284,AW00013283,Dakota Griffin,63,2,4499,3,3,2012-02-05,2013-05-16,16,Regular,50 and above,150,2250,281
2285,AW00013284,Victoria Butler,64,2,4767,5,5,2013-04-03,2013-07-02,3,New,50 and above,148,2384,1589
2286,AW00013285,Kara Chavez,57,3,214,11,8,2013-02-06,2013-10-26,9,New,50 and above,144,71,24
2287,AW00013286,Hannah Rodriguez,51,2,4517,4,4,2012-02-10,2013-05-26,16,Regular,50 and above,149,2258,282
2288,AW00013287,Brandon Rodriguez,56,2,4763,2,2,2012-02-11,2013-05-17,15,Regular,50 and above,150,2382,318
2289,AW00013288,Jackson Lopez,45,2,4574,6,6,2012-02-26,2013-05-21,15,Regular,40-49,150,2287,305
2290,AW00013289,Alexandria Coleman,47,3,66,6,5,2013-07-09,2014-01-15,6,New,40-49,142,22,11
2291,AW00013290,Jordan Campbell,58,3,112,8,7,2013-04-21,2013-11-16,7,New,50 and above,144,37,16
2292,AW00013291,Nina Xu,58,1,81,3,3,2013-05-25,2013-05-25,0,New,50 and above,149,81,0
2293,AW00013292,Paula Carlson,52,2,4479,3,3,2012-02-18,2013-05-26,15,Regular,50 and above,149,2240,299
2294,AW00013293,Barbara Lu,58,1,22,1,1,2013-07-20,2013-07-20,0,New,50 and above,148,22,0
2295,AW00013294,Cassidy Hughes,59,1,87,4,4,2013-10-06,2013-10-06,0,New,50 and above,145,87,0
2296,AW00013295,Jasmine Jackson,53,1,72,2,2,2014-01-23,2014-01-23,0,New,50 and above,141,72,0
2297,AW00013296,Seth Anderson,59,1,22,1,1,2013-03-27,2013-03-27,0,New,50 and above,151,22,0
2298,AW00013297,Arthur Rubio,59,1,22,1,1,2013-07-26,2013-07-26,0,New,50 and above,147,22,0
2299,AW00013298,Anna Harris,53,2,4512,3,3,2012-02-19,2013-05-18,15,Regular,50 and above,150,2256,301
2300,AW00013299,Vanessa Ross,58,2,4835,6,6,2012-02-25,2013-05-02,14,Regular,50 and above,150,2418,345
2301,AW00013300,Timothy Hernandez,59,1,46,4,4,2013-08-30,2013-08-30,0,New,50 and above,146,46,0
2302,AW00013301,Angela Stewart,60,1,67,3,3,2013-09-15,2013-09-15,0,New,50 and above,146,67,0
2303,AW00013302,Cole Torres,65,1,57,2,2,2013-03-01,2013-03-01,0,New,50 and above,152,57,0
2304,AW00013303,Jonathan Martinez,59,3,66,6,6,2013-05-03,2013-09-06,4,New,50 and above,146,22,16
2305,AW00013304,Sara Peterson,64,2,4613,5,5,2012-02-26,2013-05-23,15,Regular,50 and above,149,2306,308
2306,AW00013305,Oscar Alexander,54,1,72,2,2,2013-05-04,2013-05-04,0,New,50 and above,150,72,0
2307,AW00013306,Kaitlyn Cox,64,1,72,2,2,2013-12-16,2013-12-16,0,New,50 and above,143,72,0
2308,AW00013307,Michelle Stone,85,1,81,3,3,2013-06-04,2013-06-04,0,New,50 and above,149,81,0
2309,AW00013308,Kaitlyn King,84,1,30,2,2,2013-04-27,2013-04-27,0,New,50 and above,150,30,0
2310,AW00013309,Angela Sanders,78,1,22,1,1,2013-04-19,2013-04-19,0,New,50 and above,151,22,0
2311,AW00013310,Miguel Barnes,59,1,30,2,2,2013-03-13,2013-03-13,0,New,50 and above,152,30,0
2312,AW00013311,Isabella Reed,60,1,30,2,2,2013-12-25,2013-12-25,0,New,50 and above,142,30,0
2313,AW00013312,Natalie Jenkins,60,1,81,3,3,2013-07-22,2013-07-22,0,New,50 and above,147,81,0
2314,AW00013313,Megan Stone,54,1,77,2,2,2013-03-13,2013-03-13,0,New,50 and above,152,77,0
2315,AW00013314,Jordan Hernandez,60,2,4854,6,6,2012-02-16,2013-05-17,15,Regular,50 and above,150,2427,324
2316,AW00013315,Lucas Thomas,66,2,4542,4,4,2012-02-25,2013-05-04,14,Regular,50 and above,150,2271,324
2317,AW00013316,Angel Rivera,66,2,4577,5,5,2012-02-24,2013-05-11,15,Regular,50 and above,150,2288,305
2318,AW00013317,Jeremiah Long,65,1,57,2,2,2013-11-23,2013-11-23,0,New,50 and above,143,57,0
2319,AW00013318,Amber Perez,66,4,214,12,12,2013-02-12,2013-10-03,8,New,50 and above,145,54,27
2320,AW00013319,Charles Howard,66,2,4648,6,6,2012-02-02,2013-05-21,16,Regular,50 and above,150,2324,290
